heart_rate,gsr,temperature,valence,arousal,emotion
91.14835857585236,0.8912346457960325,37.21846520843621,-0.5770836235732044,0.7299924747454009,angry
104.57915086286029,0.8723233033760109,37.352628821201634,-0.4459637111019773,0.7061753482887407,angry
69.16547619529872,0.35589973061717495,36.6924756240692,-0.9957602168681695,0.10691872751242473,sad
105.77100477330218,0.768973510373246,37.17856183314882,-0.653927675732391,0.8099085529881075,angry
69.11039450782371,0.3116011749028461,36.42849292047733,-0.7199422640512121,0.3579821220208962,sad
94.7574347104068,0.8019796919915271,37.33685995526166,-0.7511639429968081,0.905269907953647,angry
101.64190000403312,0.976468046883122,37.007957264664114,-0.6044696962133796,0.7546708263364187,angry
76.50225853536277,0.5104431797502378,36.308065975224046,0.018684111737311854,0.2369708911051054,neutral
93.76600036651969,0.9460714217559623,37.274599735332934,-0.4363640020717896,0.7979622306417505,angry
67.14185582386791,0.2995457328567446,36.08334115729262,-0.8371905809356625,0.34862125274557887,sad
68.4820823951513,0.3709551052798821,36.2093944421567,-0.9008398365621985,0.10469092202235819,sad
79.76064698709094,0.6026154599785829,37.02233525776817,0.602208846849441,0.8261845713819337,happy
89.65292200385551,0.697443718677134,37.03968805184219,0.8604308102007778,0.8659838702175123,happy
85.86801031832402,0.5444292697316763,37.119929395156966,0.6254233401144095,0.6243929286862648,happy
78.80002158202872,0.5863258234287682,36.79157701540001,-0.04682925009848407,0.39434241907782075,neutral
83.20998835143882,0.878911648440673,37.48450914161649,-0.41451641002271955,0.8481386789093173,angry
81.92562120291345,0.6733024708342251,36.62385659514555,0.9583054382694077,0.6901480892728447,happy
83.59596854236624,0.713247274343809,36.903800066212426,0.69971689165955,0.6641531692142519,happy
106.36044349538962,0.9158986461580113,37.17326481141139,-0.652183157081143,0.7316482779490812,angry
78.58652153484378,0.47351198981164805,36.802653486622674,0.15702359939599114,0.30786844838313016,neutral
66.36187408360999,0.3069200972875835,36.34836304029273,-0.6113859276751826,0.10015611309859475,sad
87.30477807710147,0.4641376766705571,36.96910358877775,0.6888431241882921,0.5479461469334731,happy
72.33575751907829,0.4743106254245877,36.76026456018993,-0.038465531576783674,0.21297844942179633,neutral
60.707415395066214,0.25406143923504787,36.39469722491015,-0.8290957033735195,0.11106608420635984,sad
84.67810974599517,0.674143163453131,36.8839825329295,0.8537405378805455,0.7722821806219067,happy
83.79309934177894,0.6737874674930651,36.898523970011084,0.6968221086046001,0.7688542189623515,happy
85.74686134556593,0.796540264069407,37.06567724908018,-0.30828842955257857,0.8196473327333659,angry
104.80925095285536,0.770757093989545,36.958425567599306,-0.7796124292226181,0.8772678829564725,angry
100.02689795877298,0.7738822599481567,36.96595997495525,-0.7519117244542897,0.9821569793468812,angry
79.38611542597953,0.5310274107980868,36.667812524627394,-0.1449916223416027,0.2682132702100517,neutral
86.02825067003336,0.5489561653812634,36.6944578271823,0.6699819708383744,0.8928673373317743,happy
77.96496254018088,0.4196258382719386,36.736926771706464,-0.16275889287764034,0.3794431515906654,neutral
84.26527303539814,0.6626436081618154,37.092962116465685,0.9386644568953224,0.842529716751237,happy
62.67584423568497,0.3808820422755572,36.64341415939602,-0.9495160210029707,0.14848861422838414,sad
72.2699889324745,0.4394296928662731,36.51337881415741,-0.41580169794680966,0.18517629242123973,sad
67.17749782919047,0.4432887255572378,36.49476658418236,-0.6088232442984397,0.16728079283816794,sad
84.97571527674485,0.6231673685613868,36.80749462795965,0.8976682092226249,0.7883759697008517,happy
70.5500105826822,0.4566179455010313,36.729172370485664,-0.0529136787762266,0.2530404735363451,neutral
69.57945453576158,0.3529640642026598,36.58210244369893,-0.7393633806937427,0.20502352230840273,sad
84.85137321156304,0.6314740216733431,37.444033833317924,0.6780971951192178,0.7889808461046022,happy
105.35894142638986,0.8817419425016902,36.65418723445862,-0.35825298886687057,0.9243156321692242,angry
83.78432769796493,0.6413107327782839,37.04806816358955,0.9866619276174678,0.8854479908357011,happy
83.91271511547988,0.6167319856119667,36.778125324823115,0.7941119497105262,0.6490747468376197,happy
63.93239451519988,0.35865904629255907,36.47706347594577,-0.657963297946381,0.12915294813123057,sad
70.4091201087,0.5694801414073296,36.528951896224044,-0.0709796943045598,0.3697339589849349,neutral
79.86469120532202,0.5828694332501255,37.17640092083439,0.7174367377057973,0.8237444621914054,happy
99.59758131814786,0.7351279344500774,36.8041835946364,-0.7645295415000362,0.8190351481641664,angry
70.47497827095847,0.3342365377679827,36.551793844098654,-0.7746502284160336,0.12819458195226072,sad
86.59907783588886,0.9461104355374153,37.1374584290849,-0.674874319742068,0.711650420328827,angry
95.98635157649926,0.7785503781096621,37.01629568815132,-0.5388783699725979,0.9309980659295832,angry
74.80942515537183,0.5259347228858889,36.62171963758364,-0.03545843797732856,0.3399024421534388,neutral
76.7520903896867,0.39874287066711966,36.73729086295389,0.11807447790748149,0.25416645025241486,neutral
71.5698044573556,0.5420002688311214,37.05625821540528,-0.17672256179662257,0.3830427455252961,neutral
90.2580903259967,0.8754213625949695,36.69694317320637,-0.4427020386499689,0.8980592130153193,angry
86.35530874371132,0.8071364624207396,36.742479617928225,0.8920157266247274,0.5190864510766595,happy
77.61812206072639,0.4133455574593311,36.25846610687624,-0.9913639068221465,0.13482179215207488,sad
83.5967256232959,0.6077216856351576,36.790149418527136,0.7858695251758445,0.7599094730571054,happy
73.48398127220702,0.42715338259295416,36.66465276143025,-0.9728175941367733,0.2123837843879414,sad
68.00906805597339,0.3877967640895826,36.786708525886,-0.6304893013660517,0.3831674813682272,sad
70.06937418625404,0.35349010424950095,36.32293728062765,-0.4358618551450255,0.2726422533627637,sad
62.82798821757158,0.36021414710006644,36.49624354568562,-0.6244361979390562,0.34612805313138045,sad
76.86822869091556,0.475678361697382,36.741519652257146,-0.07240974788249549,0.3689750621938909,neutral
61.80884574425825,0.30876743361744635,36.79025601714715,-0.7909980373280816,0.38099444555671225,sad
74.83965945050798,0.540643105941948,36.82592576838473,-0.0871861709714774,0.23548790875594458,neutral
94.35211948907758,0.768161192265824,36.7769509568461,0.7000065796864419,0.7322176049375639,happy
97.6795962700555,0.974228782067146,36.99012053113143,-0.42272856295765887,0.7309371606507797,angry
83.37013429509256,0.8777789588261324,36.5910002102806,0.6399939548647453,0.5213941186989476,happy
80.78632451756539,0.672691644674191,36.87397138912646,0.9802428587750225,0.7293751552493144,happy
